datetime;615;354;616;634;711;637;627;628;624;501;340;629;631;353;351;630;302;325;333;332;341;301;406;617;322;317;636;635;674;648;626;673;675;672;658;632;671;670;647;641;661;640;306;350;659;649;668;667;660;611
01/01/2022 00:00;0.00;0.30;0.10;0.10;0.00;0.30;0.20;0.10;0.10;0.10;0.00;0.00;0.30;0.00;0.30;0.20;0.20;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.20;0.20;0.20;0.20;0.20;0.30;0.30;0.30;0.10;0.30;0.30;0.30;0.30;0.50;0.30;0.50;0.00;0.50;1.20;0.00;0.00;0.00;0.00;0.00;0.00;0.30
01/01/2022 01:00;0.00;0.90;0.00;0.10;0.10;0.90;0.50;0.00;0.00;0.00;0.10;0.10;0.90;0.10;0.90;0.50;0.10;0.10;0.10;0.10;0.10;0.10;0.90;0.90;0.50;0.50;0.10;0.10;0.10;0.30;0.30;0.30;0.20;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.00;0.30;0.40;0.00;0.00;0.00;0.00;0.10;0.10;0.90
01/01/2022 02:00;0.00;0.10;0.00;0.10;0.00;0.10;0.20;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.20;0.10;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.20;0.20;0.10;0.10;0.10;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.10
01/01/2022 03:00;0.00;0.10;0.00;0.00;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01/01/2022 04:00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01/01/2022 05:00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00
01/01/2022 06:00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00
01/01/2022 07:00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01/01/2022 08:00;0.00;0.10;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
